movie_title,rating,genre,in_theaters_date,movie_info,directors,director_gender,tomatometer_rating,audience_rating,critics_consensus
Toy Story 4,G,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",6/21/19,"Woody (voice of Tom Hanks) has always been confident about his place in the world, and that his priority is taking care of his kid, whether that's Andy or Bonnie. So when Bonnie's beloved new craft-project-turned-toy, Forky (voice of Tony Hale), declares himself as ""trash"" and not a toy, Woody takes it upon himself to show Forky why he should embrace being a toy. But when Bonnie takes the whole gang on her family's road trip excursion, Woody ends up on an unexpected detour that includes a reunion with his long-lost friend Bo Peep (voice of Annie Potts). After years of being on her own, Bo's adventurous spirit and life on the road belie her delicate porcelain exterior. As Woody and Bo realize they're worlds apart when it comes to life as a toy, they soon come to find that's the least of their worries.",Josh Cooley,male,97,94,"Heartwarming, funny, and beautifully animated, Toy Story 4 manages the unlikely feat of extending -- and perhaps concluding -- a practically perfect animated saga."
Transit,NR,"Art House & International, Drama",3/1/19,"As fascism spreads, German refugee Georg (Franz Rogowski) flees to Marseille and assumes the identity of the dead writer whose transit papers he is carrying. Living among refugees from around the world, Georg falls for Marie (Paula Beer), a mysterious woman searching for her husband--the man whose identity he has stolen. Adapted from Anna Segher's 1942 novel, TRANSIT transposes the original story to the present, blurring periods to create a timeless exploration of the plight of displaced people.",Christian Petzold,male,94,64,Transit lives up to its title with a challenging drama that captures characters - and puts the audience - in a state of flux and exerts an unsettling pull.
Triple Frontier,R,"Action & Adventure, Drama",3/6/19,"A group of former Special Forces operatives (Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund and Pedro Pascal) reunite to plan a heist in a sparsely populated multi-border zone of South America. For the first time in their prestigious careers these unsung heroes undertake this dangerous mission for self instead of country. But when events take an unexpected turn and threaten to spiral out of control, their skills, their loyalties and their morals are pushed to a breaking point in an epic battle for survival. Directed by Academy Award (R) nominee J.C. Chandor (Margin Call, All Is Lost, A Most Violent Year) and co-written by Chandor and Academy Award (R) winner Mark Boal (The Hurt Locker, Zero Dark Thirty).",J.C. Chandor,male,72,55,An outstanding cast and ambitious story help Triple Frontier overcome an uneven narrative -- and elevate the end result above a crowded field of grim and gritty heist thrillers.
Triple Threat,R,"Action & Adventure, Art House & International",3/22/19,"TRIPLE THREAT, the newest feature from Johnson, is an adrenaline fueled and gritty action thriller starring some of the biggest names in action today. Michael Jai White (BLACK DYNAMITE; UNDISPUTED 2: LAST MAN STANDING), Scott Adkins (Marvel's DOCTOR STRANGE; THE EXPENDABLES 2), Michael Bisping (xXx: RETURN OF XANDER CAGE) star as a group of professional assassins hired to take out a billionaire's daughter who is intent on bringing down a major crime syndicate. A down and out team of mercenaries, played by Tony Jaa (ONG BAK TRILOGY; xXx: RETURN OF XANDER CAGE), Iko Uwais (THE RAID 1 & 2; STAR WARS: THE FORCE AWAKENS) and Tiger Chen (MAN OF TAI CHI), must take on the assassins and stop them before they kill their target. The film co-stars JeeJa Yanin (CHOCOLATE) Michael Wong (Cold War) and Celina Jade (WOLF WARRIOR 2).",Jesse V. Johnson,male,70,36,"Triple Threat might have made better use of its attention-getting cast, but action fans should still find the end results entertaining enough to rate a rental."
Tyler Perry's A Madea Family Funeral,PG-13,Comedy,3/1/19,"A joyous family reunion turns into a hilarious nightmare as Madea and the crew travel to backwoods Georgia and unexpectedly plan a funeral, which threatens to reveal sordid family secrets.",Tyler Perry,male,12,30,"A lackluster conclusion to Tyler Perry's long-running franchise, A Madea Family Funeral proves saying goodbye can be painful for all the wrong reasons."
UglyDolls,PG,"Action & Adventure, Animation, Comedy, Musical & Performing Arts",5/3/19,"In the adorably different town of Uglyville, weird is celebrated, strange is special and beauty is embraced as more than simply meets the eye. Here, the free-spirited Moxy (Clarkson) and her UglyDoll friends live every day in a whirlwind of bliss, letting their freak flags fly in a celebration of life and its endless possibilities. In this all-new story, the UglyDolls will go on a journey beyond the comfortable borders of Uglyville. There, they will confront what it means to be different, struggle with their desire to be loved, and ultimately discover that you don't have to be perfect to be amazing because who you truly are is what matters most.",Kelly Asbury,male,28,56,Very young viewers may be entertained by UglyDolls -- if only because they're less likely to recognize the many familiar elements in its affirmative yet formulaic story.
Under the Silver Lake,R,"Comedy, Drama, Mystery & Suspense",4/19/19,"Sam (Andrew Garfield) is a disenchanted 33-year-old who discovers a mysterious woman, Sarah (Riley Keough), frolicking in his apartment's swimming pool. When she vanishes, Sam embarks on a surreal quest across Los Angeles to decode the secret behind her disappearance, leading him into the murkiest depths of mystery, scandal, and conspiracy in the City of Angels.",David Robert Mitchell,male,58,56,"Under the Silver Lake hits its stride slightly more often than it stumbles, but it's hard not to admire - or be drawn in by - writer-director David Robert Mitchell's ambition."
Unicorn Store,NR,Comedy,4/5/19,"Kit (Brie Larson) is a lonely twenty-something dreamer who's reluctant to leave the comforts of childhood and fully embrace adulthood. But when art school sends her packing, Kit is forced to move back home with her parents and take a temp job in a boring office. Just when she's resolved to finally put her Care Bears aside and grow up, a mysterious salesman (Samuel L. Jackson) enters Kit's life and offers to give her childlike heart its greatest desire. Larson's directorial debut, with a script by Samantha McIntyre, is a love letter to everyone's inner child, and a reminder that no dream is impossible.",Brie Larson,female,63,41,"It'll be best enjoyed by audiences with a high tolerance for colorful whimsy, but Unicorn Store is easy to like -- and it suggests Brie Larson has a future behind the camera."
Unplanned,R,Drama,3/29/19,"As one of the youngest Planned Parenthood clinic directors in the nation, Abby Johnson was involved in upwards of 22,000 abortions and counseled countless women on their reproductive choices. Her passion surrounding a woman's right to choose led her to become a spokesperson for Planned Parenthood, fighting to enact legislation for the cause she so deeply believed in. Until the day she saw something that changed everything.","Chuck Konzelman, Cary Solomon",male,40,90,"A dramatic approach to a hot-button topic whose agenda is immediately clear, Unplanned will only reinforce the feelings of viewers on either side of the issue."
Us,R,"Horror, Mystery & Suspense",3/22/19,"Haunted by an unexplainable and unresolved trauma from her past and compounded by a string of eerie coincidences, Adelaide feels her paranoia elevate to high-alert as she grows increasingly certain that something bad is going to befall her family. After spending a tense beach day with their friends, the Tylers (Emmy winner Elisabeth Moss, Tim Heidecker, Cali Sheldon, Noelle Sheldon), Adelaide and her family return to their vacation home. When darkness falls, the Wilsons discover the silhouette of four figures holding hands as they stand in the driveway. Us pits an endearing American family against a terrifying and uncanny opponent: doppelgängers of themselves.",Jordan Peele,male,93,60,"With Jordan Peele's second inventive, ambitious horror film, we have seen how to beat the sophomore jinx, and it is Us."
Velvet Buzzsaw,R,"Comedy, Drama, Mystery & Suspense",2/1/19,"Velvet Buzzsaw is a satirical thriller set in the contemporary art world scene of Los Angeles, where big money artists and mega-collectors pay a high price when art collides with commerce.",Dan Gilroy,male,63,36,If you only watch one art-world satire with horror overtones this year -- or most others -- it should probably be Velvet Buzzsaw.
What Men Want,R,Comedy,2/8/19,"Inspired by the Nancy Meyers hit romantic comedy WHAT WOMEN WANT, this film follows the story of a female sports agent (Henson) who has been constantly boxed out by her male colleagues. When she gains the power to hear mens' thought, she is able to shift the paradigm to her advantage as she races to sign the NBA's next superstar",Adam Shankman,male,44,33,"Admittedly uneven but easy to like, What Men Want proves a gender-swapped remake can work -- and the odds are substantially improved with Taraji P. Henson in the lead."
Wild Rose,R,"Comedy, Drama",6/21/19,"WILD ROSE tells the complicated story of Rose-Lynn, a woman on a quest to become a country music star, while also grappling with the responsibilities of being recently released from prison and a young mother of two children.",Tom Harper,male,93,88,"There's no shortage of star-is-born stories, but Wild Rose proves they can still be thoroughly entertaining -- and marks its own transcendent moment for lead Jessie Buckley."
Wine Country,R,Comedy,5/8/19,"In honor of Rebecca (Rachel Dratch)'s 50th birthday, Abby (Amy Poehler) plans a scenic Napa getaway with their best, longtime friends. Workaholic Catherine (Ana Gasteyer), post-op Val (Paula Pell), homebody Jenny (Emily Spivey), and weary mom Naomi (Maya Rudolph) are equally sold on the chance to relax and reconnect. Yet as the alcohol flows, real world uncertainties intrude on the punchlines and gossip, and the women begin questioning their friendships and futures.",Amy Poehler,female,66,30,"Wine Country's comedy might not be quite as robust as fans of this ensemble will expect, but it's got sweetness on the nose and a nicely balanced finish."
Yesterday,PG-13,"Comedy, Science Fiction & Fantasy, Romance",6/28/19,"Jack Malik (Himesh Patel, BBC's Eastenders) is a struggling singer-songwriter in a tiny English seaside town whose dreams of fame are rapidly fading, despite the fierce devotion and support of his childhood best friend, Ellie (Lily James, Mamma Mia! Here We Go Again). Then, after a freak bus accident during a mysterious global blackout, Jack wakes up to discover that The Beatles have never existed... and he finds himself with a very complicated problem, indeed.",Danny Boyle,male,63,89,"Yesterday may fall short of fab, but the end result is still a sweetly charming fantasy with an intriguing -- albeit somewhat under-explored -- premise."
